Type,, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label,Type
1,101049,80,85097255,7,7,374,11595,368,0,53.42857143,138.7309833,4344,0,1656.428571,1757.579003,140.6508353,0.164517645,6545942.692,23600000.0,84900000,1,85000000,14200000.0,34700000.0,84900000,1,145593,24265.5,52669.59386,131180,15,0,0,0,0,220,232,0.082258823,0.082258823,0,4344,797.9333333,1422.417181,2023270.638,0,0,0,0,1,0,0,0,1,854.9285714,53.42857143,1656.428571,220,0,0,0,0,0,0,7,374,7,11595,251,235,2,20,2003.0,0.0,2003,2003,84900000.0,0.0,84900000,84900000,DoS Hulk,1
1,149273,80,99557159,5,6,381,11595,369,0,76.2,163.7076663,4344,0,1932.5,2181.008184,120.2927054,0.110489292,9955715.9,31500000.0,99500000,5,99600000,24900000.0,49800000.0,99500000,5,99600000,19900000.0,44500000.0,99500000,63,0,0,0,0,144,200,0.050222405,0.060266886,0,4344,998.5,1767.472849,3123960.273,1,0,0,0,0,0,0,0,1,1089.272727,76.2,1932.5,144,0,0,0,0,0,0,5,381,6,11595,0,235,2,20,10989.0,0.0,10989,10989,99500000.0,0.0,99500000,99500000,DoS Hulk,1
1,313218,80,2994,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,6012.024048,1336.005344,998.0,930.2521164,1993,150,2994,1497.0,701.4499269,1993,1001,0,0.0,0.0,0,0,0,0,0,0,60,32,1002.004008,334.001336,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,182268,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,218379,80,85642217,6,7,348,11595,330,0,58.0,133.2846578,4344,0,1656.428571,1947.638216,139.4522517,0.151794296,7136851.417,24700000.0,85500000,46,85500000,17100000.0,38200000.0,85500000,46,85600000,14300000.0,34900000.0,85500000,91,0,0,0,0,164,232,0.070058906,0.08173539,0,4344,853.5,1565.901792,2452048.423,1,0,0,0,0,0,0,0,1,919.1538462,58.0,1656.428571,164,0,0,0,0,0,0,6,348,7,11595,0,235,3,20,6000.0,0.0,6000,6000,85500000.0,0.0,85500000,85500000,DoS Hulk,1
1,161125,80,66183557,11,7,680,11595,340,0,61.81818182,137.5367719,5792,0,1656.428571,2118.227235,185.4690282,0.271970876,3893150.412,16000000.0,65800000,1,66100000,6605012.3,20800000.0,65800000,1,363344,60557.33333,98578.85534,229943,1,0,0,0,0,360,232,0.166204424,0.105766452,0,5792,646.0526316,1461.135649,2134917.386,0,0,0,0,1,0,0,0,0,681.9444444,61.81818182,1656.428571,360,0,0,0,0,0,0,11,680,7,11595,251,235,2,32,1995.0,0.0,1995,1995,65800000.0,0.0,65800000,65800000,DoS Hulk,1
1,141037,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,164763,80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,97104,80,82899206,6,5,410,11595,410,0,68.33333333,167.3817991,10136,0,2319.0,4414.366206,144.8144147,0.132691259,8289920.6,26200000.0,82700000,4,82800000,16600000.0,37000000.0,82700000,4,149532,37383.0,65556.54746,135225,73,0,0,0,0,200,168,0.07237705,0.060314209,0,10136,1000.416667,2907.567226,8453947.174,0,0,0,0,1,0,0,0,0,1091.363636,68.33333333,2319.0,200,0,0,0,0,0,0,6,410,5,11595,274,235,1,32,988.0,0.0,988,988,82700000.0,0.0,82700000,82700000,DoS Hulk,1
1,42179,80,99999036,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160001542,0.040000386,33300000.0,57700000.0,100000000,69,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000193,0.020000193,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,69.0,0.0,69,69,100000000.0,0.0,100000000,100000000,DoS slowloris,1
1,198323,80,98616074,6,6,353,11595,353,0,58.83333333,144.1116465,4355,0,1932.5,2182.468304,121.1567193,0.121684017,8965097.636,29700000.0,98600000,2,98600000,19700000.0,44100000.0,98600000,2,3780,756.0,1331.904464,3123,15,0,0,0,0,200,200,0.060842008,0.060842008,0,4355,919.0769231,1716.747286,2947221.244,0,0,0,0,1,0,0,0,1,995.6666667,58.83333333,1932.5,200,0,0,0,0,0,0,6,353,6,11595,274,235,1,32,995.0,0.0,995,995,98600000.0,0.0,98600000,98600000,DoS Hulk,1
1,330713,80,1081,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1850.13876,1081.0,0.0,1081,1081,1081,1081.0,0.0,1081,1081,0,0.0,0.0,0,0,0,0,0,0,72,0,1850.13876,0.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,72,0,0,0,0,0,0,2,0,0,0,28960,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,115578,80,85157026,8,6,313,11595,313,0,39.125,110.6622113,4344,0,1932.5,1754.831473,139.8357899,0.164402172,6550540.462,23600000.0,85000000,1,85000000,12100000.0,32100000.0,85000000,1,148402,29680.4,58700.92563,134132,15,0,0,0,0,264,200,0.093944098,0.070458074,0,4344,793.8666667,1425.510178,2032079.267,0,0,0,0,1,0,0,0,0,850.5714286,39.125,1932.5,264,0,0,0,0,0,0,8,313,6,11595,274,235,1,32,974.0,0.0,974,974,85000000.0,0.0,85000000,85000000,DoS Hulk,1
1,137259,80,85125149,6,6,351,11595,351,0,58.5,143.29515,5792,0,1932.5,2179.547086,140.3345561,0.140968916,7738649.909,25600000.0,85000000,50,85000000,17000000.0,38000000.0,85000000,217,145443,29088.6,58415.58338,133184,50,0,0,0,0,200,200,0.070484458,0.070484458,0,5792,918.9230769,1715.255348,2942100.91,0,0,0,0,1,0,0,0,1,995.5,58.5,1932.5,200,0,0,0,0,0,0,6,351,6,11595,274,235,1,32,456.0,0.0,456,456,85000000.0,0.0,85000000,85000000,DoS Hulk,1
1,148453,80,85545869,4,6,356,11595,350,0,89.0,174.022987,5792,0,1932.5,2181.008184,139.7028301,0.116896352,9505096.556,28500000.0,85400000,1,85400000,28500000.0,49300000.0,85400000,1,159525,31905.0,63629.1449,145216,46,0,0,0,0,124,200,0.046758541,0.070137811,0,5792,1087.0,1825.284471,3331663.4,1,0,0,0,0,0,0,0,1,1195.7,89.0,1932.5,124,0,0,0,0,0,0,4,356,6,11595,0,235,1,20,0.0,0.0,0,0,85400000.0,0.0,85400000,85400000,DoS Hulk,1
1,188507,80,216,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9259.259259,216.0,0.0,216,216,216,216.0,0.0,216,216,0,0.0,0.0,0,0,0,0,0,0,64,0,9259.259259,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,91741,80,98355636,6,6,293,11595,293,0,48.83333333,119.6167491,5803,0,1932.5,2539.075088,120.8675017,0.122006226,8941421.455,29700000.0,98400000,1,98400000,19700000.0,44000000.0,98400000,1,2307,461.4,874.4271268,2021,3,0,0,0,0,200,200,0.061003113,0.061003113,0,5803,914.4615385,1911.730874,3654714.936,0,0,0,0,1,0,0,0,1,990.6666667,48.83333333,1932.5,200,0,0,0,0,0,0,6,293,6,11595,251,235,1,32,2.0,0.0,2,2,98400000.0,0.0,98400000,98400000,DoS Hulk,1
1,276429,80,99082616,5,7,390,11595,378,0,78.0,167.731929,5792,0,1656.428571,2120.732252,120.9596646,0.121111053,9007510.545,29800000.0,98900000,4,98900000,24700000.0,49500000.0,98900000,4,99100000,16500000.0,40400000.0,98900000,45,0,0,0,0,144,232,0.050462939,0.070648114,0,5792,922.3846154,1714.496988,2939499.923,1,0,0,0,0,0,0,0,1,999.25,78.0,1656.428571,144,0,0,0,0,0,0,5,390,7,11595,0,235,2,20,13982.0,0.0,13982,13982,98900000.0,0.0,98900000,98900000,DoS Hulk,1
1,102352,80,993,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2014.098691,993.0,0.0,993,993,993,993.0,0.0,993,993,0,0.0,0.0,0,0,0,0,0,0,64,0,2014.098691,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,70221,80,63134152,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110875014,10500000.0,11900000.0,32100000,998913,63100000,10500000.0,11900000.0,32100000,998913,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110875014,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7006652.0,0.0,7006652,7006652,18700000.0,12200000.0,32100000,8015910,DoS Slowhttptest,1
1,114596,80,115587318,6,6,422,11595,404,0,70.33333333,163.4890414,4344,0,1932.5,1754.831473,103.9646927,0.103817618,10500000.0,34800000.0,115000000,15,115000000,23100000.0,51600000.0,115000000,983,152459,30491.8,60042.73256,137283,15,0,0,0,0,164,200,0.051908809,0.051908809,0,4344,924.8461538,1495.784067,2237369.974,1,0,0,0,0,0,0,0,1,1001.916667,70.33333333,1932.5,164,0,0,0,0,0,0,6,422,6,11595,0,235,3,20,3682.0,0.0,3682,3682,115000000.0,0.0,115000000,115000000,DoS Hulk,1
1,87904,80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,248797,80,100978674,6,6,315,11595,315,0,52.5,128.5982115,5792,0,1932.5,2181.008184,117.9456961,0.118836973,9179879.455,30400000.0,101000000,1,101000000,20200000.0,45100000.0,101000000,1,86384,17276.8,32199.53645,74140,46,0,0,0,0,200,200,0.059418487,0.059418487,0,5792,916.1538462,1717.050613,2948262.808,0,0,0,0,1,0,0,0,1,992.5,52.5,1932.5,200,0,0,0,0,0,0,6,315,6,11595,274,235,1,32,4.0,0.0,4,4,101000000.0,0.0,101000000,101000000,DoS Hulk,1
1,254898,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,86922,80,12147,3,4,402,11595,402,0,134.0,232.0948082,7251,0,2898.75,3551.353298,987651.2719,576.2739771,2024.5,4389.247715,10955,4,11005,5502.5,7776.053273,11001,4,12101,4033.666667,6051.663683,11007,157,0,0,0,0,104,136,246.9745616,329.2994155,0,7251,1499.625,2767.617332,7659705.696,0,0,0,1,0,0,0,0,1,1713.857143,134.0,2898.75,104,0,0,0,0,0,0,3,402,4,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,305922,80,11004,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1635.768811,363.5041803,3668.0,6231.440363,10863,1,11004,5502.0,7779.588807,11003,1,0,0.0,0.0,0,0,0,0,0,0,60,32,272.6281352,90.87604507,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,99601,80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,95110,80,16068180,4,7,359,11595,359,0,89.75,179.5,2896,0,1656.428571,1302.532387,743.9548225,0.684582821,1606818.0,5067973.025,16000000,4,16000000,5347170.0,9252038.544,16000000,4,37514,6252.333333,10665.01336,26156,14,0,0,0,0,144,232,0.248939208,0.435643614,0,2896,996.1666667,1265.145973,1600594.333,0,0,0,1,0,0,0,0,1,1086.727273,89.75,1656.428571,144,0,0,0,0,0,0,4,359,7,11595,29200,235,1,32,0.0,0.0,0,0,16000000.0,0.0,16000000,16000000,DoS Hulk,1
1,159546,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,286918,80,98866037,6,5,436,11595,418,0,72.66666667,169.2036249,7251,0,2319.0,3337.608875,121.6899187,0.111261666,9886603.7,31300000.0,98900000,0,98900000,19800000.0,44200000.0,98900000,0,98900000,24700000.0,49400000.0,98900000,186,0,0,0,0,164,168,0.060688182,0.050573485,0,7251,1003.083333,2326.68494,5413462.811,1,0,0,0,0,0,0,0,0,1094.272727,72.66666667,2319.0,164,0,0,0,0,0,0,6,436,5,11595,0,235,3,20,7916.0,0.0,7916,7916,98900000.0,0.0,98900000,98900000,DoS Hulk,1
1,243919,80,83866266,6,7,320,11595,302,0,53.33333333,121.8567465,4344,0,1656.428571,1760.597234,142.071426,0.15500869,6988855.5,24200000.0,83700000,2,83700000,16700000.0,37400000.0,83700000,2,83900000,14000000.0,34200000.0,83700000,15,0,0,0,0,164,232,0.071542472,0.083466218,0,4344,851.5,1460.903869,2134240.115,1,0,0,0,0,0,0,0,1,917.0,53.33333333,1656.428571,164,0,0,0,0,0,0,6,320,7,11595,0,235,3,20,11960.0,0.0,11960,11960,83700000.0,0.0,83700000,83700000,DoS Hulk,1
1,691700,80,8557608,4,4,311,3525,311,0,77.75,155.5,3525,0,881.25,1762.5,448.2561015,0.93484067,1222515.429,2128966.33,5004206,40,3553402,1184467.333,2050861.324,3552598,236,8557568,2852522.667,2574309.036,5005005,843,0,0,0,0,136,136,0.467420335,0.467420335,0,3525,426.2222222,1166.584628,1360919.694,0,0,0,1,0,0,0,0,1,479.5,77.75,881.25,136,0,0,0,0,0,0,4,311,4,3525,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye,1
1,41457,80,103730597,15,3,2541,6,231,0,169.4,105.7374106,6,0,2.0,3.464101615,24.5539896,0.173526428,6101799.824,12900000.0,51400000,93,104000000,7409318.357,13900000.0,51400000,359,103000000,51400000.0,28000000.0,71200000,31600000,0,0,0,0,496,100,0.144605357,0.028921071,0,231,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3705928.5,5240219.156,7411323,534,19300000.0,18800000.0,51400000,5897006,DoS slowloris,1
1,126019,80,95500694,4,6,355,11595,349,0,88.75,173.5230532,5792,0,1932.5,2534.051598,125.1299807,0.104711281,10600000.0,31800000.0,95500000,11,95500000,31800000.0,55100000.0,95500000,499,4759,951.8,1868.442587,4292,49,0,0,0,0,124,200,0.041884512,0.062826769,0,5792,1086.909091,2040.61787,4164121.291,1,0,0,0,0,0,0,0,1,1195.6,88.75,1932.5,124,0,0,0,0,0,0,4,355,6,11595,0,235,1,20,0.0,0.0,0,0,95500000.0,0.0,95500000,95500000,DoS Hulk,1
1,242770,80,98804704,7,7,373,11595,349,0,53.28571429,130.428415,5792,0,1656.428571,2120.732252,121.1278362,0.141693659,7600361.846,27400000.0,98600000,3,98700000,16400000.0,40300000.0,98600000,3,98800000,16500000.0,40300000.0,98700000,45,0,0,0,0,184,232,0.070846829,0.070846829,0,5792,798.2666667,1620.292234,2625346.924,1,0,0,0,0,0,0,0,1,855.2857143,53.28571429,1656.428571,184,0,0,0,0,0,0,7,373,7,11595,0,235,4,20,22072.0,0.0,22072,22072,98600000.0,0.0,98600000,98600000,DoS Hulk,1
1,163553,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,98347,80,282463,4,5,710,11595,355,0,177.5,204.9593456,7240,0,2319.0,3331.638186,43563.22775,31.86258023,35307.875,74438.28095,213983,4,229978,76659.33333,119194.1195,213983,4,282375,70593.75,109055.0857,229987,86,0,0,0,0,136,168,14.16114677,17.70143346,0,7240,1230.5,2503.304583,6266533.833,0,0,0,1,0,0,0,0,1,1367.222222,177.5,2319.0,136,0,0,0,0,0,0,4,710,5,11595,29200,235,2,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,280499,80,98875678,7,6,406,11595,400,0,58.0,150.8244012,5792,0,1932.5,2181.008184,121.3746418,0.131478239,8239639.833,28500000.0,98700000,1,98700000,16500000.0,40300000.0,98700000,1,191308,38261.6,69365.94273,160016,47,0,0,0,0,220,200,0.070795975,0.060682264,0,5792,857.2142857,1665.577478,2774148.335,0,0,0,0,1,0,0,0,0,923.1538462,58.0,1932.5,220,0,0,0,0,0,0,7,406,6,11595,251,235,2,20,3.0,0.0,3,3,98700000.0,0.0,98700000,98700000,DoS Hulk,1
1,295695,80,100080672,6,7,772,11595,380,0,128.6666667,194.7004537,5792,0,1656.428571,2120.732252,123.5703134,0.129895211,8340056.0,28800000.0,99700000,4,99900000,20000000.0,44600000.0,99700000,4,100000000,16700000.0,40700000.0,99700000,45,0,0,0,0,176,232,0.059951636,0.069943575,0,5792,883.7857143,1653.554408,2734242.181,1,0,0,0,0,0,0,0,1,951.7692308,128.6666667,1656.428571,176,0,0,0,0,0,0,6,772,7,11595,0,235,3,20,11014.0,0.0,11014,11014,99700000.0,0.0,99700000,99700000,DoS Hulk,1
1,304633,80,1002,4,0,6,0,6,0,1.5,3.0,0,0,0.0,0.0,5988.023952,3992.015968,334.0,575.0417376,998,1,1002,334.0,575.0417376,998,1,0,0.0,0.0,0,0,0,0,0,0,116,0,3992.015968,0.0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0.0,116,0,0,0,0,0,0,4,6,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,108314,80,977474,6,6,1300,11595,325,0,216.6666667,167.8292783,4344,0,1932.5,1754.831473,13192.16675,12.27654137,88861.27273,137775.3598,414937,15,838971,167794.2,170887.5127,414937,1949,977445,195489.0,364670.7061,839001,15,0,0,0,0,200,200,6.138270685,6.138270685,0,4344,991.9230769,1455.911997,2119679.744,0,0,0,1,0,0,0,0,1,1074.583333,216.6666667,1932.5,200,0,0,0,0,0,0,6,1300,6,11595,29200,235,4,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,298949,80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,170519,80,84664223,7,6,331,11595,325,0,47.28571429,122.4809023,7240,0,1932.5,2695.639126,140.8623333,0.153547739,7055351.917,24400000.0,84500000,3,84500000,14100000.0,34500000.0,84500000,3,143607,28721.4,58050.17154,132220,72,0,0,0,0,220,200,0.082679552,0.070868187,0,7240,851.8571429,1935.222144,3745084.747,0,0,0,0,1,0,0,0,0,917.3846154,47.28571429,1932.5,220,0,0,0,0,0,0,7,331,6,11595,251,235,2,20,2995.0,0.0,2995,2995,84500000.0,0.0,84500000,84500000,DoS Hulk,1
1,129085,80,990,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2020.20202,990.0,0.0,990,990,990,990.0,0.0,990,990,0,0.0,0.0,0,0,0,0,0,0,64,0,2020.20202,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,286245,80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,170423,80,84696344,6,6,378,11595,360,0,63.0,145.5293785,10136,0,1932.5,4060.245892,141.363835,0.141682621,7699667.636,25500000.0,84500000,1,84600000,16900000.0,37800000.0,84500000,1,84700000,16900000.0,37800000.0,84600000,187,0,0,0,0,164,200,0.07084131,0.07084131,0,10136,921.4615385,2797.720459,7827239.769,1,0,0,0,0,0,0,0,1,998.25,63.0,1932.5,164,0,0,0,0,0,0,6,378,6,11595,0,235,3,20,6013.0,0.0,6013,6013,84500000.0,0.0,84500000,84500000,DoS Hulk,1
1,166036,80,82821227,7,7,379,11595,355,0,54.14285714,132.6956776,4344,0,1656.428571,1947.638216,144.5764623,0.16903879,6370863.615,22900000.0,82700000,1,82700000,13800000.0,33700000.0,82700000,1,82800000,13800000.0,33700000.0,82700000,46,0,0,0,0,184,232,0.084519395,0.084519395,0,4344,798.6666667,1524.19148,2323159.667,1,0,0,0,0,0,0,0,1,855.7142857,54.14285714,1656.428571,184,0,0,0,0,0,0,7,379,7,11595,0,235,4,20,13861.0,0.0,13861,13861,82700000.0,0.0,82700000,82700000,DoS Hulk,1
1,182093,80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,308024,80,12984,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,924.2144177,231.0536044,6492.0,8995.81247,12853,131,12984,12984.0,0.0,12984,12984,0,0.0,0.0,0,0,0,0,0,0,40,32,154.0357363,77.01786815,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,313976,80,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,1
1,284342,80,83027396,10,6,311,11595,311,0,31.1,98.34683523,4344,0,1932.5,1754.831473,143.3984513,0.192707477,5535159.733,21400000.0,82900000,0,82900000,9209853.444,27600000.0,82900000,0,151668,30333.6,60621.20169,138306,17,0,0,0,0,328,200,0.120442173,0.072265304,0,4344,700.3529412,1359.292644,1847676.493,0,0,0,0,1,0,0,0,0,744.125,31.1,1932.5,328,0,0,0,0,0,0,10,311,6,11595,251,235,1,32,1984.0,0.0,1984,1984,82900000.0,0.0,82900000,82900000,DoS Hulk,1
